,confirmed,confirmed_daily,confirmed_ma_7,confirmed_ma_14,suspects,suspects_ma_7,suspects_ma_14,hospitalized,hospitalized_daily,hospitalized_ma_7,hospitalized_ma_14,deaths,deaths_daily ,deaths_ma_7,deaths_ma_14
2020-07-31,1845,57.0,55.0,51.5,311,298.0,278.7142857142857,2145,43.0,53.714285714285715,58.07142857142857,234,8.0,5.857142857142857,5.714285714285714
2020-08-01,1924,79.0,52.0,52.285714285714285,270,297.7142857142857,285.92857142857144,2171,26.0,51.42857142857143,56.785714285714285,245,11.0,6.714285714285714,6.357142857142857
2020-08-02,1980,56.0,53.285714285714285,53.42857142857143,233,291.14285714285717,290.42857142857144,2206,35.0,50.42857142857143,56.5,248,3.0,6.571428571428571,6.357142857142857
2020-08-03,2044,64.0,57.57142857142857,56.285714285714285,201,280.2857142857143,290.35714285714283,2286,80.0,54.142857142857146,57.57142857142857,259,11.0,7.0,6.785714285714286
2020-08-04,2055,11.0,52.714285714285715,55.714285714285715,289,277.85714285714283,292.2857142857143,2362,76.0,54.57142857142857,58.285714285714285,264,5.0,7.0,6.571428571428571
2020-08-05,2115,60.0,56.42857142857143,57.214285714285715,303,273.2857142857143,292.2857142857143,2429,67.0,56.285714285714285,57.214285714285715,272,8.0,7.714285714285714,6.5
2020-08-06,2162,47.0,53.42857142857143,58.5,330,276.7142857142857,288.7142857142857,2495,66.0,56.142857142857146,56.57142857142857,281,9.0,7.857142857142857,7.0
2020-08-07,2232,70.0,55.285714285714285,55.142857142857146,332,279.7142857142857,288.85714285714283,2551,56.0,58.0,55.857142857142854,285,4.0,7.285714285714286,6.571428571428571
2020-08-08,2299,67.0,53.57142857142857,52.785714285714285,320,286.85714285714283,292.2857142857143,2586,35.0,59.285714285714285,55.357142857142854,294,9.0,7.0,6.857142857142857
2020-08-09,2337,38.0,51.0,52.142857142857146,299,296.2857142857143,293.7142857142857,2623,37.0,59.57142857142857,55.0,305,11.0,8.142857142857142,7.357142857142857
2020-08-10,2455,118.0,58.714285714285715,58.142857142857146,190,294.7142857142857,287.5,2695,72.0,58.42857142857143,56.285714285714285,315,10.0,8.0,7.5
2020-08-11,2484,29.0,61.285714285714285,57.0,267,291.57142857142856,284.7142857142857,2770,75.0,58.285714285714285,56.42857142857143,324,9.0,8.571428571428571,7.785714285714286
2020-08-12,2541,57.0,60.857142857142854,58.642857142857146,287,289.2857142857143,281.2857142857143,2850,80.0,60.142857142857146,58.214285714285715,328,4.0,8.0,7.857142857142857
2020-08-13,2592,51.0,61.42857142857143,57.42857142857143,322,288.14285714285717,282.42857142857144,2920,70.0,60.714285714285715,58.42857142857143,336,8.0,7.857142857142857,7.857142857142857
2020-08-14,2647,55.0,59.285714285714285,57.285714285714285,370,293.57142857142856,286.64285714285717,3001,81.0,64.28571428571429,61.142857142857146,344,8.0,8.428571428571429,7.857142857142857
2020-08-15,2728,81.0,61.285714285714285,57.42857142857143,344,297.0,291.92857142857144,3046,45.0,65.71428571428571,62.5,349,5.0,7.857142857142857,7.428571428571429
2020-08-16,2799,71.0,66.0,58.5,294,296.2857142857143,296.2857142857143,3091,45.0,66.85714285714286,63.214285714285715,352,3.0,6.714285714285714,7.428571428571429
2020-08-17,2850,51.0,56.42857142857143,57.57142857142857,266,307.14285714285717,300.92857142857144,3166,75.0,67.28571428571429,62.857142857142854,363,11.0,6.857142857142857,7.428571428571429
2020-08-18,2903,53.0,59.857142857142854,60.57142857142857,344,318.14285714285717,304.85714285714283,3230,64.0,65.71428571428571,62.0,367,4.0,6.142857142857143,7.357142857142857
2020-08-19,2985,82.0,63.42857142857143,62.142857142857146,316,322.2857142857143,305.7857142857143,3307,77.0,65.28571428571429,62.714285714285715,372,5.0,6.285714285714286,7.142857142857143
2020-08-20,3120,135.0,75.42857142857143,68.42857142857143,203,305.2857142857143,296.7142857142857,3392,85.0,67.42857142857143,64.07142857142857,379,7.0,6.142857142857143,7.0
2020-08-21,3187,67.0,77.14285714285714,68.21428571428571,207,282.0,287.7857142857143,3461,69.0,65.71428571428571,65.0,389,10.0,6.428571428571429,7.428571428571429
2020-08-22,3261,74.0,76.14285714285714,68.71428571428571,204,262.0,279.5,3504,43.0,65.42857142857143,65.57142857142857,398,9.0,7.0,7.428571428571429
2020-08-23,3346,85.0,78.14285714285714,72.07142857142857,124,237.71428571428572,267.0,3547,43.0,65.14285714285714,66.0,406,8.0,7.714285714285714,7.214285714285714
2020-08-24,3403,57.0,79.0,67.71428571428571,106,214.85714285714286,261.0,3626,79.0,65.71428571428571,66.5,411,5.0,6.857142857142857,6.857142857142857
2020-08-25,3413,10.0,72.85714285714286,66.35714285714286,197,193.85714285714286,256.0,3709,83.0,68.42857142857143,67.07142857142857,420,9.0,7.571428571428571,6.857142857142857
2020-08-26,3497,84.0,73.14285714285714,68.28571428571429,196,176.71428571428572,249.5,3783,74.0,68.0,66.64285714285714,425,5.0,7.571428571428571,6.928571428571429
2020-08-27,3552,55.0,61.714285714285715,68.57142857142857,223,179.57142857142858,242.42857142857142,3844,61.0,64.57142857142857,66.0,432,7.0,7.571428571428571,6.857142857142857
2020-08-28,3628,76.0,63.0,70.07142857142857,174,174.85714285714286,228.42857142857142,3903,59.0,63.142857142857146,64.42857142857143,438,6.0,7.0,6.714285714285714
2020-08-29,3691,63.0,61.42857142857143,68.78571428571429,164,169.14285714285714,215.57142857142858,3939,36.0,62.142857142857146,63.785714285714285,446,8.0,6.857142857142857,6.928571428571429
2020-08-30,3775,84.0,61.285714285714285,69.71428571428571,98,165.42857142857142,201.57142857142858,3970,31.0,60.42857142857143,62.785714285714285,448,2.0,6.0,6.857142857142857
2020-08-31,3797,22.0,56.285714285714285,67.64285714285714,125,168.14285714285714,191.5,4055,85.0,61.285714285714285,63.5,455,7.0,6.285714285714286,6.571428571428571
2020-09-01,3800,3.0,55.285714285714285,64.07142857142857,223,171.85714285714286,182.85714285714286,4107,52.0,56.857142857142854,62.642857142857146,466,11.0,6.571428571428571,7.071428571428571
2020-09-02,3874,74.0,53.857142857142854,63.5,178,169.28571428571428,173.0,4155,48.0,53.142857142857146,60.57142857142857,470,4.0,6.428571428571429,7.0
2020-09-03,3939,65.0,55.285714285714285,58.5,139,157.28571428571428,168.42857142857142,4191,36.0,49.57142857142857,57.07142857142857,471,1.0,5.571428571428571,6.571428571428571
2020-09-04,3990,51.0,51.714285714285715,57.357142857142854,102,147.0,160.92857142857142,4235,44.0,47.42857142857143,55.285714285714285,479,8.0,5.857142857142857,6.428571428571429
2020-09-05,4024,34.0,47.57142857142857,54.5,107,138.85714285714286,154.0,4258,23.0,45.57142857142857,53.857142857142854,483,4.0,5.285714285714286,6.071428571428571
2020-09-06,4036,12.0,37.285714285714285,49.285714285714285,130,143.42857142857142,154.42857142857142,4282,24.0,44.57142857142857,52.5,489,6.0,5.857142857142857,5.928571428571429
2020-09-07,4038,2.0,34.42857142857143,45.357142857142854,156,147.85714285714286,158.0,4336,54.0,40.142857142857146,50.714285714285715,492,3.0,5.285714285714286,5.785714285714286
2020-09-08,4085,47.0,40.714285714285715,48.0,156,138.28571428571428,155.07142857142858,4385,49.0,39.714285714285715,48.285714285714285,499,7.0,4.714285714285714,5.642857142857143
2020-09-09,4123,38.0,35.57142857142857,44.714285714285715,154,134.85714285714286,152.07142857142858,4416,31.0,37.285714285714285,45.214285714285715,504,5.0,4.857142857142857,5.642857142857143
2020-09-10,4182,59.0,34.714285714285715,45.0,132,133.85714285714286,145.57142857142858,4459,43.0,38.285714285714285,43.92857142857143,509,5.0,5.428571428571429,5.5
2020-09-11,4219,37.0,32.714285714285715,42.214285714285715,112,135.28571428571428,141.14285714285714,4511,52.0,39.42857142857143,43.42857142857143,514,5.0,5.0,5.428571428571429
2020-09-12,4249,30.0,32.142857142857146,39.857142857142854,127,138.14285714285714,138.5,4532,21.0,39.142857142857146,42.357142857142854,520,6.0,5.285714285714286,5.285714285714286
2020-09-13,4278,29.0,34.57142857142857,35.92857142857143,116,136.14285714285714,139.78571428571428,4560,28.0,39.714285714285715,42.142857142857146,524,4.0,5.0,5.428571428571429
2020-09-14,4322,44.0,40.57142857142857,37.5,83,125.71428571428571,136.78571428571428,4607,47.0,38.714285714285715,39.42857142857143,532,8.0,5.714285714285714,5.5
2020-09-15,4331,9.0,35.142857142857146,37.92857142857143,157,125.85714285714286,132.07142857142858,4655,48.0,38.57142857142857,39.142857142857146,536,4.0,5.285714285714286,5.0
2020-09-16,4371,40.0,35.42857142857143,35.5,151,125.42857142857143,130.14285714285714,4680,25.0,37.714285714285715,37.5,542,6.0,5.428571428571429,5.142857142857143
2020-09-17,4429,58.0,35.285714285714285,35.0,91,119.57142857142857,126.71428571428571,4726,46.0,38.142857142857146,38.214285714285715,546,4.0,5.285714285714286,5.357142857142857
2020-09-18,4443,14.0,32.0,32.357142857142854,132,122.42857142857143,128.85714285714286,4790,64.0,39.857142857142854,39.642857142857146,548,2.0,4.857142857142857,4.928571428571429
2020-09-19,4474,31.0,32.142857142857146,32.142857142857146,157,126.71428571428571,132.42857142857142,4829,39.0,42.42857142857143,40.785714285714285,554,6.0,4.857142857142857,5.071428571428571
2020-09-20,4535,61.0,36.714285714285715,35.642857142857146,110,125.85714285714286,131.0,4865,36.0,43.57142857142857,41.642857142857146,558,4.0,4.857142857142857,4.928571428571429
2020-09-21,4575,40.0,36.142857142857146,38.357142857142854,112,130.0,127.85714285714286,4922,57.0,45.0,41.857142857142854,564,6.0,4.571428571428571,5.142857142857143
2020-09-22,4590,15.0,37.0,36.07142857142857,153,129.42857142857142,127.64285714285714,4996,74.0,48.714285714285715,43.642857142857146,571,7.0,5.0,5.142857142857143
2020-09-23,4643,53.0,38.857142857142854,37.142857142857146,167,131.71428571428572,128.57142857142858,5055,59.0,53.57142857142857,45.642857142857146,576,5.0,4.857142857142857,5.142857142857143
2020-09-24,4697,54.0,38.285714285714285,36.785714285714285,194,146.42857142857142,133.0,5122,67.0,56.57142857142857,47.357142857142854,582,6.0,5.142857142857143,5.214285714285714
2020-09-25,4744,47.0,43.0,37.5,211,157.71428571428572,140.07142857142858,5171,49.0,54.42857142857143,47.142857142857146,584,2.0,5.142857142857143,5.0
2020-09-26,4820,76.0,49.42857142857143,40.785714285714285,185,161.71428571428572,144.21428571428572,5208,37.0,54.142857142857146,48.285714285714285,588,4.0,4.857142857142857,4.857142857142857
2020-09-27,4888,68.0,50.42857142857143,43.57142857142857,132,164.85714285714286,145.35714285714286,5234,26.0,52.714285714285715,48.142857142857146,591,3.0,4.714285714285714,4.785714285714286
2020-09-28,4908,20.0,47.57142857142857,41.857142857142854,146,169.71428571428572,149.85714285714286,5308,74.0,55.142857142857146,50.07142857142857,594,3.0,4.285714285714286,4.428571428571429
2020-09-29,4930,22.0,48.57142857142857,42.785714285714285,212,178.14285714285714,153.78571428571428,5381,73.0,55.0,51.857142857142854,602,8.0,4.428571428571429,4.714285714285714
2020-09-30,4970,40.0,46.714285714285715,42.785714285714285,245,189.28571428571428,160.5,5455,74.0,57.142857142857146,55.357142857142854,609,7.0,4.714285714285714,4.785714285714286
2020-10-01,5059,89.0,51.714285714285715,45.0,234,195.0,170.71428571428572,5509,54.0,55.285714285714285,55.92857142857143,612,3.0,4.285714285714286,4.714285714285714
2020-10-02,5152,93.0,58.285714285714285,50.642857142857146,195,192.71428571428572,175.21428571428572,5565,56.0,56.285714285714285,55.357142857142854,617,5.0,4.714285714285714,4.928571428571429
2020-10-03,5238,86.0,59.714285714285715,54.57142857142857,149,187.57142857142858,174.64285714285714,5602,37.0,56.285714285714285,55.214285714285715,627,10.0,5.571428571428571,5.214285714285714
2020-10-04,5252,14.0,52.0,51.214285714285715,190,195.85714285714286,180.35714285714286,5624,22.0,55.714285714285715,54.214285714285715,633,6.0,6.0,5.357142857142857
2020-10-05,5321,69.0,59.0,53.285714285714285,111,190.85714285714286,180.28571428571428,5682,58.0,53.42857142857143,54.285714285714285,635,2.0,5.857142857142857,5.071428571428571
2020-10-06,5331,10.0,57.285714285714285,52.92857142857143,162,183.71428571428572,180.92857142857142,5746,64.0,52.142857142857146,53.57142857142857,642,7.0,5.714285714285714,5.071428571428571
2020-10-07,5640,309.0,95.71428571428571,71.21428571428571,1758,399.85714285714283,294.57142857142856,5803,57.0,49.714285714285715,53.42857142857143,645,3.0,5.142857142857143,4.928571428571429
2020-10-08,5703,63.0,92.0,71.85714285714286,1775,620.0,407.5,5879,76.0,52.857142857142854,54.07142857142857,647,2.0,5.0,4.642857142857143
2020-10-09,5770,67.0,88.28571428571429,73.28571428571429,1775,845.7142857142857,519.2142857142857,5953,74.0,55.42857142857143,55.857142857142854,652,5.0,5.0,4.857142857142857
2020-10-10,5804,34.0,80.85714285714286,70.28571428571429,1853,1089.142857142857,638.3571428571429,5987,34.0,55.0,55.642857142857146,657,5.0,4.285714285714286,4.928571428571429
2020-10-11,5860,56.0,86.85714285714286,69.42857142857143,1810,1320.5714285714287,758.2142857142857,6016,29.0,56.0,55.857142857142854,664,7.0,4.428571428571429,5.214285714285714
2020-10-12,5911,51.0,84.28571428571429,71.64285714285714,1804,1562.4285714285713,876.6428571428571,6064,48.0,54.57142857142857,54.0,673,9.0,5.428571428571429,5.642857142857143
2020-10-13,5953,42.0,88.85714285714286,73.07142857142857,1806,1797.2857142857142,990.5,6119,55.0,53.285714285714285,52.714285714285715,676,3.0,4.857142857142857,5.285714285714286
2020-10-14,6034,81.0,56.285714285714285,76.0,1780,1800.4285714285713,1100.142857142857,6167,48.0,52.0,50.857142857142854,678,2.0,4.714285714285714,4.928571428571429
2020-10-15,6056,22.0,50.42857142857143,71.21428571428571,1858,1812.2857142857142,1216.142857142857,6216,49.0,48.142857142857146,50.5,685,7.0,5.428571428571429,5.214285714285714
2020-10-16,6095,39.0,46.42857142857143,67.35714285714286,1889,1828.5714285714287,1337.142857142857,6291,75.0,48.285714285714285,51.857142857142854,692,7.0,5.714285714285714,5.357142857142857
2020-10-17,6155,60.0,50.142857142857146,65.5,1898,1835.0,1462.0714285714287,6325,34.0,48.285714285714285,51.642857142857146,699,7.0,6.0,5.142857142857143
2020-10-18,6213,58.0,50.42857142857143,68.64285714285714,1848,1840.4285714285713,1580.5,6353,28.0,48.142857142857146,52.07142857142857,705,6.0,5.857142857142857,5.142857142857143
2020-10-19,6257,44.0,49.42857142857143,66.85714285714286,1827,1843.7142857142858,1703.0714285714287,6393,40.0,47.0,50.785714285714285,709,4.0,5.142857142857143,5.285714285714286
2020-10-20,6280,23.0,46.714285714285715,67.78571428571429,1838,1848.2857142857142,1822.7857142857142,6445,52.0,46.57142857142857,49.92857142857143,713,4.0,5.285714285714286,5.071428571428571
2020-10-21,6346,66.0,44.57142857142857,50.42857142857143,1836,1856.2857142857142,1828.357142857143,6487,42.0,45.714285714285715,48.857142857142854,715,2.0,5.285714285714286,5.0
2020-10-22,6376,30.0,45.714285714285715,48.07142857142857,1873,1858.4285714285713,1835.357142857143,6522,35.0,43.714285714285715,45.92857142857143,721,6.0,5.142857142857143,5.285714285714286
2020-10-23,6460,84.0,52.142857142857146,49.285714285714285,1836,1850.857142857143,1839.7142857142858,6557,35.0,38.0,43.142857142857146,724,3.0,4.571428571428571,5.142857142857143
2020-10-24,6470,10.0,45.0,47.57142857142857,1931,1855.5714285714287,1845.2857142857142,6577,20.0,36.0,42.142857142857146,731,7.0,4.571428571428571,5.285714285714286
2020-10-25,6506,36.0,41.857142857142854,46.142857142857146,1909,1864.2857142857142,1852.357142857143,6595,18.0,34.57142857142857,41.357142857142854,736,5.0,4.428571428571429,5.142857142857143
2020-10-26,6520,14.0,37.57142857142857,43.5,1921,1877.7142857142858,1860.7142857142858,6635,40.0,34.57142857142857,40.785714285714285,740,4.0,4.428571428571429,4.785714285714286
2020-10-27,6555,35.0,39.285714285714285,43.0,1906,1887.4285714285713,1867.857142857143,6685,50.0,34.285714285714285,40.42857142857143,741,1.0,4.0,4.642857142857143
2020-10-28,6570,15.0,32.0,38.285714285714285,1977,1907.5714285714287,1881.9285714285713,6726,41.0,34.142857142857146,39.92857142857143,744,3.0,4.142857142857143,4.714285714285714
2020-10-29,6591,21.0,30.714285714285715,38.214285714285715,2056,1933.7142857142858,1896.0714285714287,6759,33.0,33.857142857142854,38.785714285714285,746,2.0,3.5714285714285716,4.357142857142857
2020-10-30,6644,53.0,26.285714285714285,39.214285714285715,2058,1965.4285714285713,1908.142857142857,6796,37.0,34.142857142857146,36.07142857142857,749,3.0,3.5714285714285716,4.071428571428571
2020-10-31,6658,14.0,26.857142857142858,35.92857142857143,2118,1992.142857142857,1923.857142857143,6816,20.0,34.142857142857146,35.07142857142857,749,0.0,2.5714285714285716,3.5714285714285716
2020-11-01,6712,54.0,29.428571428571427,35.642857142857146,2035,2010.142857142857,1937.2142857142858,6834,18.0,34.142857142857146,34.357142857142854,752,3.0,2.2857142857142856,3.357142857142857
2020-11-02,6759,47.0,34.142857142857146,35.857142857142854,1949,2014.142857142857,1945.9285714285713,6863,29.0,32.57142857142857,33.57142857142857,756,4.0,2.2857142857142856,3.357142857142857
2020-11-03,6768,9.0,30.428571428571427,34.857142857142854,1990,2026.142857142857,1956.7857142857142,6890,27.0,29.285714285714285,31.785714285714285,760,4.0,2.7142857142857144,3.357142857142857
2020-11-04,6824,56.0,36.285714285714285,34.142857142857146,1894,2014.2857142857142,1960.9285714285713,6925,35.0,28.428571428571427,31.285714285714285,761,1.0,2.4285714285714284,3.2857142857142856
2020-11-05,6834,10.0,34.714285714285715,32.714285714285715,1994,2005.4285714285713,1969.5714285714287,6956,31.0,28.142857142857142,31.0,766,5.0,2.857142857142857,3.2142857142857144
2020-11-06,6890,56.0,35.142857142857146,30.714285714285715,1953,1990.4285714285713,1977.9285714285713,6980,24.0,26.285714285714285,30.214285714285715,768,2.0,2.7142857142857144,3.142857142857143
2020-11-07,6906,16.0,35.42857142857143,31.142857142857142,2013,1975.4285714285713,1983.7857142857142,6997,17.0,25.857142857142858,30.0,771,3.0,3.142857142857143,2.857142857142857
2020-11-08,6926,20.0,30.571428571428573,30.0,1997,1970.0,1990.0714285714287,7009,12.0,25.0,29.571428571428573,773,2.0,3.0,2.642857142857143
2020-11-09,6933,7.0,24.857142857142858,29.5,1992,1976.142857142857,1995.142857142857,7038,29.0,25.0,28.785714285714285,774,1.0,2.5714285714285716,2.4285714285714284
2020-11-10,6960,27.0,27.428571428571427,28.928571428571427,1990,1976.142857142857,2001.142857142857,7068,30.0,25.428571428571427,27.357142857142858,775,1.0,2.142857142857143,2.4285714285714284
2020-11-11,7002,42.0,25.428571428571427,30.857142857142858,1960,1985.5714285714287,1999.9285714285713,7100,32.0,25.0,26.714285714285715,778,3.0,2.4285714285714284,2.4285714285714284
2020-11-12,7007,5.0,24.714285714285715,29.714285714285715,1980,1983.5714285714287,1994.5,7109,9.0,21.857142857142858,25.0,780,2.0,2.0,2.4285714285714284
2020-11-13,7023,16.0,19.0,27.071428571428573,1963,1985.0,1987.7142857142858,7121,12.0,20.142857142857142,23.214285714285715,783,3.0,2.142857142857143,2.4285714285714284
2020-11-14,7025,2.0,17.0,26.214285714285715,1976,1979.7142857142858,1977.5714285714287,7125,4.0,18.285714285714285,22.071428571428573,785,2.0,2.0,2.5714285714285716
2020-11-15,7029,4.0,14.714285714285714,22.642857142857142,1965,1975.142857142857,1972.5714285714287,7132,7.0,17.571428571428573,21.285714285714285,786,1.0,1.8571428571428572,2.4285714285714284
2020-11-16,7030,1.0,13.857142857142858,19.357142857142858,1962,1970.857142857143,1973.5,7140,8.0,14.571428571428571,19.785714285714285,789,3.0,2.142857142857143,2.357142857142857
2020-11-17,7038,8.0,11.142857142857142,19.285714285714285,1961,1966.7142857142858,1971.4285714285713,7173,33.0,15.0,20.214285714285715,789,0.0,2.0,2.0714285714285716
2020-11-18,7046,8.0,6.285714285714286,15.857142857142858,1968,1967.857142857143,1976.7142857142858,7209,36.0,15.571428571428571,20.285714285714285,789,0.0,1.5714285714285714,2.0
2020-11-19,7054,8.0,6.714285714285714,15.714285714285714,1982,1968.142857142857,1975.857142857143,7232,23.0,17.571428571428573,19.714285714285715,791,2.0,1.5714285714285714,1.7857142857142858
2020-11-20,7070,16.0,6.714285714285714,12.857142857142858,1983,1971.0,1978.0,7246,14.0,17.857142857142858,19.0,793,2.0,1.4285714285714286,1.7857142857142858
2020-11-21,7108,38.0,11.857142857142858,14.428571428571429,1989,1972.857142857143,1976.2857142857142,7261,15.0,19.428571428571427,18.857142857142858,794,1.0,1.2857142857142858,1.6428571428571428
2020-11-22,7125,17.0,13.714285714285714,14.214285714285714,2015,1980.0,1977.5714285714287,7270,9.0,19.714285714285715,18.642857142857142,796,2.0,1.4285714285714286,1.6428571428571428
2020-11-23,7148,23.0,16.857142857142858,15.357142857142858,2091,1998.4285714285713,1984.642857142857,7294,24.0,22.0,18.285714285714285,797,1.0,1.1428571428571428,1.6428571428571428
2020-11-24,7174,26.0,19.428571428571427,15.285714285714286,2104,2018.857142857143,1992.7857142857142,7317,23.0,20.571428571428573,17.785714285714285,798,1.0,1.2857142857142858,1.6428571428571428
2020-11-25,7200,26.0,22.0,14.142857142857142,2117,2040.142857142857,2004.0,7338,21.0,18.428571428571427,17.0,798,0.0,1.2857142857142858,1.4285714285714286
2020-11-26,7211,11.0,22.428571428571427,14.571428571428571,2153,2064.5714285714284,2016.357142857143,7358,20.0,18.0,17.785714285714285,802,4.0,1.5714285714285714,1.5714285714285714
2020-11-27,7240,29.0,24.285714285714285,15.5,2123,2084.5714285714284,2027.7857142857142,7373,15.0,18.142857142857142,18.0,804,2.0,1.5714285714285714,1.5
2020-11-28,7254,14.0,20.857142857142858,16.357142857142858,2168,2110.1428571428573,2041.5,7382,9.0,17.285714285714285,18.357142857142858,805,1.0,1.5714285714285714,1.4285714285714286
2020-11-29,7284,30.0,22.714285714285715,18.214285714285715,2144,2128.5714285714284,2054.285714285714,7396,14.0,18.0,18.857142857142858,805,0.0,1.2857142857142858,1.3571428571428572
2020-11-30,7318,34.0,24.285714285714285,20.571428571428573,2076,2126.4285714285716,2062.4285714285716,7406,10.0,16.0,19.0,806,1.0,1.2857142857142858,1.2142857142857142
2020-12-01,7374,56.0,28.571428571428573,24.0,2007,2112.5714285714284,2065.714285714286,7420,14.0,14.714285714285714,17.642857142857142,807,1.0,1.2857142857142858,1.2857142857142858
2020-12-02,7391,17.0,27.285714285714285,24.642857142857142,2004,2096.4285714285716,2068.285714285714,7420,0.0,11.714285714285714,15.071428571428571,807,0.0,1.2857142857142858,1.2857142857142858
2020-12-03,7420,29.0,29.857142857142858,26.142857142857142,2032,2079.1428571428573,2071.8571428571427,7420,0.0,8.857142857142858,13.428571428571429,807,0.0,0.7142857142857143,1.1428571428571428
